id_symbol_primary,id_protein_name,id_geneID,chromosome,start,end,strand
SPAG4,sperm associated antigen 4,6676,20,35615829,35621094,+
CPNE1,copine 1,8904,20,35626044,35664900,-
RBM12,RNA binding motif protein 12,10137,20,35648925,35664900,-
NFS1,NFS1 cysteine desulfurase,9054,20,35668052,35699352,-
ROMO1,reactive oxygen species modulator 1,140823,20,35699310,35700982,+
RBM39,RNA binding motif protein 39,9584,20,35701347,35742262,-
PHF20,PHD finger protein 20,51230,20,35772003,35950372,+
SCAND1,SCAN domain containing 1,51282,20,35953624,35959472,-
CNBD2,cyclic nucleotide binding domain containing 2,140894,20,35954561,36030700,+
EPB41L1,erythrocyte membrane protein band 4.1 like 1,2036,20,36064891,36232799,+
AAR2,AAR2 splicing factor,25980,20,36236136,36256934,+
DLGAP4,DLG associated protein 4,22839,20,36306339,36528634,+
MYL9,myosin light chain 9,10398,20,36541519,36551447,+
TGIF2,TGFB induced factor homeobox 2,60436,20,36573464,36593950,+
TGIF2-RAB5IF,TGIF2-RAB5IF readthrough,100527943,20,36574515,36612557,+
RAB5IF,RAB5 interacting factor,55969,20,36605779,36612557,+
SLA2,Src like adaptor 2,84174,20,36612318,36646207,-
NDRG3,NDRG family member 3,57446,20,36651766,36746127,-
DSN1,DSN1 component of MIS12 kinetochore complex,79980,20,36751795,36773815,-
SOGA1,suppressor of glucose-2C autophagy associated 1,140710,20,36777447,36863538,-
TLDC2,TBC/LysM-associated domain containing 2,140711,20,36873071,36894235,+
SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,25939,20,36889773,36951708,-
RBL1,RB transcriptional corepressor like 1,5933,20,36996349,37096029,-
MROH8,maestro heat like repeat family member 8,140699,20,37101169,37179548,-
RPN2,ribophorin II,6185,20,37179161,37241623,+
GHRH,growth hormone releasing hormone,2691,20,37251086,37261814,-
MANBAL,mannosidase beta like,63905,20,37289655,37317260,+
SRC,SRC proto-oncogene-2C non-receptor tyrosine kinase,6714,20,37344690,37406050,+
BLCAP,BLCAP apoptosis inducing factor,10904,20,37517417,37527876,-
NNAT,neuronatin,4826,20,37521250,37523690,+
CTNNBL1,catenin beta like 1,56259,20,37694030,37872124,+
VSTM2L,V-set and transmembrane domain containing 2 like,128434,20,37903104,37945350,+
TTI1,TELO2 interacting protein 1,9675,20,37983014,38033461,-
RPRD1B,regulation of nuclear pre-mRNA domain containing 1B,58490,20,38033462,38092366,+
TGM2,transglutaminase 2,7052,20,38127385,38166508,-
KIAA1755,KIAA1755,85449,20,38210503,38260772,-
BPI,bactericidal permeability increasing protein,671,20,38304156,38337505,+
LBP,lipopolysaccharide binding protein,3929,20,38346482,38377013,+
RALGAPB,Ral GTPase activating protein non-catalytic subunit beta,57148,20,38472820,38578861,+
ADIG,adipogenin,149685,20,38581197,38588463,+
ARHGAP40,Rho GTPase activating protein 40,343578,20,38601809,38650653,+
SLC32A1,solute carrier family 32 member 1,140679,20,38724486,38729372,+
ACTR5,actin related protein 5,79913,20,38748460,38772520,+
PPP1R16B,protein phosphatase 1 regulatory subunit 16B,26051,20,38805694,38923024,+
FAM83D,family with sequence similarity 83 member D,81610,20,38926417,38953106,+
DHX35,DEAH-box helicase 35,60625,20,38962344,39039723,+
MAFB,MAF bZIP transcription factor B,9935,20,40685848,40689236,-
TOP1,DNA topoisomerase I,7150,20,41028822,41124487,+
PLCG1,phospholipase C gamma 1,5335,20,41137519,41177626,+
ZHX3,zinc fingers and homeoboxes 3,23051,20,41178450,41317731,-
LPIN3,lipin 3,64900,20,41340779,41360583,+
EMILIN3,elastin microfibril interfacer 3,90187,20,41359962,41366818,-
CHD6,chromodomain helicase DNA binding protein 6,84181,20,41402083,41618377,-
PTPRT,protein tyrosine phosphatase receptor type T,11122,20,42029959,43189906,-
SRSF6,serine and arginine rich splicing factor 6,6431,20,43457893,43464243,+
L3MBTL1,L3MBTL histone methyl-lysine binding protein 1,26013,20,43507697,43550954,+
SGK2,serum/glucocorticoid regulated kinase 2,10110,20,43559027,43585627,+
IFT52,intraflagellar transport 52,51098,20,43590937,43647299,+
MYBL2,MYB proto-oncogene like 2,4605,20,43667114,43716482,+
GTSF1L,gametocyte specific factor 1 like,149699,20,43726161,43727135,-
TOX2,TOX high mobility group box family member 2,84969,20,43914852,44069616,+
JPH2,junctophilin 2,57158,20,44106590,44187946,-
OSER1,oxidative stress responsive serine rich 1,51526,20,44195939,44217229,-
GDAP1L1,ganglioside induced differentiation associated protein 1 like 1,78997,20,44247099,44280947,+
FITM2,fat storage inducing transmembrane protein 2,128486,20,44302840,44311202,-
R3HDML,R3H domain containing like,140902,20,44337043,44351238,+
HNF4A,hepatocyte nuclear factor 4 alpha,3172,20,44355699,44434596,+
TTPAL,alpha tocopherol transfer protein like,79183,20,44475870,44494603,+
SERINC3,serine incorporator 3,10955,20,44496221,44522070,-
PKIG,cAMP-dependent protein kinase inhibitor gamma,11142,20,44531875,44619037,+
ADA,adenosine deaminase,100,20,44619522,44651699,-
CCN5,cellular communication network factor 5,8839,20,44714204,44728041,+
KCNK15,potassium two pore domain channel subfamily K member 15,60598,20,44745605,44752313,+
RIMS4,regulating synaptic membrane exocytosis 4,140730,20,44751808,44810546,-
YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta,7529,20,44885705,44908532,+
PABPC1L,poly(A) binding protein cytoplasmic 1 like,80336,20,44910060,44939316,+
TOMM34,translocase of outer mitochondrial membrane 34,10953,20,44942130,44960425,-
STK4,serine/threonine kinase 4,6789,20,44966470,45080021,+
KCNS1,potassium voltage-gated channel modifier subfamily S member 1,3787,20,45091214,45101127,-
WFDC5,WAP four-disulfide core domain 5,149708,20,45109459,45116321,-
WFDC12,WAP four-disulfide core domain 12,128488,20,45123425,45124465,-
PI3,peptidase inhibitor 3,5266,20,45174902,45176544,+
SEMG1,semenogelin 1,6406,20,45207033,45209768,+
SEMG2,semenogelin 2,6407,20,45221373,45224458,+
SLPI,secretory leukocyte peptidase inhibitor,6590,20,45252239,45254564,-
MATN4,matrilin 4,8785,20,45293446,45308566,-
RBPJL,recombination signal binding protein for immunoglobulin kappa J region like,11317,20,45306836,45319677,+
SDC4,syndecan 4,6385,20,45325288,45348424,-
SYS1,SYS1 golgi trafficking protein,90196,20,45361949,45376798,+
TP53TG5,TP53 target 5,27296,20,45372557,45378550,-
DBNDD2,dysbindin domain containing 2,55861,20,45405993,45410610,+
PIGT,phosphatidylinositol glycan anchor biosynthesis class T,51604,20,45416141,45426241,+
WFDC2,WAP four-disulfide core domain 2,10406,20,45469753,45481532,+
SPINT3,serine peptidase inhibitor-2C Kunitz type 3,10816,20,45512461,45515622,-
WFDC6,WAP four-disulfide core domain 6,140870,20,45534196,45539482,-
EPPIN-WFDC6,EPPIN-WFDC6 readthrough,100526773,20,45536280,45547401,-
EPPIN,epididymal peptidase inhibitor,57119,20,45540626,45547401,-
WFDC8,WAP four-disulfide core domain 8,90199,20,45551152,45579305,-
WFDC9,WAP four-disulfide core domain 9,259240,20,45607939,45631284,-
WFDC10A,WAP four-disulfide core domain 10A,140832,20,45629739,45631196,+
WFDC11,WAP four-disulfide core domain 11,259239,20,45648563,45670239,-
WFDC10B,WAP four-disulfide core domain 10B,280664,20,45684651,45708899,-
WFDC13,WAP four-disulfide core domain 13,164237,20,45702038,45708817,+
WFDC3,WAP four-disulfide core domain 3,140686,20,45708860,45791883,-
SPINT4,serine peptidase inhibitor-2C Kunitz type 4,391253,20,45722347,45725830,+
DNTTIP1,deoxynucleotidyltransferase terminal interacting protein 1,116092,20,45791954,45811419,+
UBE2C,ubiquitin conjugating enzyme E2 C,11065,20,45812644,45816952,+
TNNC2,troponin C2-2C fast skeletal type,7125,20,45823214,45833329,-
SNX21,sorting nexin family member 21,90203,20,45833418,45843276,+
ACOT8,acyl-CoA thioesterase 8,10005,20,45841721,45857405,-
ZSWIM3,zinc finger SWIM-type containing 3,140831,20,45857614,45879122,+
ZSWIM1,zinc finger SWIM-type containing 1,90204,20,45880920,45885266,+
SPATA25,spermatogenesis associated 25,128497,20,45886491,45890815,-
NEURL2,neuralized E3 ubiquitin protein ligase 2,140825,20,45888634,45891208,-
CTSA,cathepsin A,5476,20,45890144,45898820,+
PLTP,phospholipid transfer protein,5360,20,45898620,45912155,-
PCIF1,phosphorylated CTD interacting factor 1,63935,20,45934674,45948023,+
ZNF335,zinc finger protein 335,63925,20,45948653,45972910,-
MMP9,matrix metallopeptidase 9,4318,20,46008908,46016561,+
SLC12A5,solute carrier family 12 member 5,57468,20,46021686,46060150,+
NCOA5,nuclear receptor coactivator 5,57727,20,46060991,46089962,-
CD40,CD40 molecule,958,20,46118242,46129858,+
CDH22,cadherin 22,64405,20,46173733,46308498,-
SLC35C2,solute carrier family 35 member C2,51006,20,46345984,46364427,-
ELMO2,engulfment and cell motility 2,63916,20,46366050,46407051,-
ZNF334,zinc finger protein 334,55713,20,46463660,46513559,-
OCSTAMP,osteoclast stimulatory transmembrane protein,128506,20,46540946,46550654,-
SLC13A3,solute carrier family 13 member 3,64849,20,46557828,46684485,-
TP53RK,TP53 regulating kinase,112858,20,46684365,46689444,-
SLC2A10,solute carrier family 2 member 10,81031,20,46708358,46736347,+
EYA2,EYA transcriptional coactivator and phosphatase 2,2139,20,46894843,47188844,+
ZMYND8,zinc finger MYND-type containing 8,23613,20,47209214,47356699,-
NCOA3,nuclear receptor coactivator 3,8202,20,47501887,47656872,+
SULF2,sulfatase 2,55959,20,47657406,47786627,-
PREX1,phosphatidylinositol-3-2C4-2C5-trisphosphate dependent Rac exchange factor 1,57580,20,48624252,48827999,-
ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2,10564,20,48921711,49036693,+
CSE1L,chromosome segregation 1 like,1434,20,49046312,49096949,+
STAU1,staufen double-stranded RNA binding protein 1,6780,20,49113339,49219295,-
DDX27,DEAD-box helicase 27,55661,20,49219416,49244073,+
ZNFX1,zinc finger NFX1-type containing 1,57169,20,49245900,49278057,-
KCNB1,potassium voltage-gated channel subfamily B member 1,3745,20,49363877,49484033,-
PTGIS,prostaglandin I2 synthase,5740,20,49503874,49568137,-
B4GALT5,beta-1-2C4-galactosyltransferase 5,9334,20,49632945,49713878,-
SLC9A8,solute carrier family 9 member A8,23315,20,49812828,49892242,+
SPATA2,spermatogenesis associated 2,9825,20,49903391,49915529,-
RNF114,ring finger protein 114,55905,20,49936397,49953885,+
SNAI1,snail family transcriptional repressor 1,6615,20,49982980,49988886,+
PEDS1-UBE2V1,PEDS1-UBE2V1 readthrough,387522,20,50081124,50153723,-
UBE2V1,ubiquitin conjugating enzyme E2 V1,7335,20,50081124,50115957,-
PEDS1,plasmanylethanolamine desaturase 1,387521,20,50118254,50153723,-
CEBPB,CCAAT enhancer binding protein beta,1051,20,50190583,50192690,+
PTPN1,protein tyrosine phosphatase non-receptor type 1,5770,20,50510383,50585241,+
RIPOR3,RIPOR family member 3,140876,20,50586108,50692004,-
PARD6B,par-6 family cell polarity regulator beta,84612,20,50731580,50753741,+
BCAS4,breast carcinoma amplified sequence 4,55653,20,50794894,50877736,+
ADNP,activity dependent neuroprotector homeobox,23394,20,50888918,50931437,-
DPM1,dolichyl-phosphate mannosyltransferase subunit 1-2C catalytic,8813,20,50934855,50958564,-
MOCS3,molybdenum cofactor synthesis 3,27304,20,50958818,50963929,+
KCNG1,potassium voltage-gated channel modifier subfamily G member 1,3755,20,51003656,51023176,-
NFATC2,nuclear factor of activated T cells 2,4773,20,51386963,51562857,-
ATP9A,ATPase phospholipid transporting 9A (putative),10079,20,51596514,51768390,-
SALL4,spalt like transcription factor 4,57167,20,51782331,51802521,-
ZFP64,ZFP64 zinc finger protein,55734,20,52084011,52191789,-
TSHZ2,teashirt zinc finger homeobox 2,128553,20,52972309,53495330,+
ZNF217,zinc finger protein 217,7764,20,53567065,53608969,-
BCAS1,brain enriched myelin associated protein 1,8537,20,53943541,54070594,-
CYP24A1,cytochrome P450 family 24 subfamily A member 1,1591,20,54145731,54174032,-
PFDN4,prefoldin subunit 4,5203,20,54208087,54219961,+
DOK5,docking protein 5,55816,20,54475593,54651171,+
CBLN4,cerebellin 4 precursor,140689,20,55997357,56005519,-
MC3R,melanocortin 3 receptor,4159,20,56248732,56249815,+
FAM210B,family with sequence similarity 210 member B,116151,20,56358974,56368663,+
AURKA,aurora kinase A,6790,20,56369390,56392308,-
CSTF1,cleavage stimulation factor subunit 1,1477,20,56392379,56406362,+
CASS4,Cas scaffold protein family member 4,57091,20,56411550,56460382,+
RTF2,replication termination factor 2,51507,20,56468627,56519449,+
FAM209A,family with sequence similarity 209 member A,200232,20,56524744,56533590,+
FAM209B,family with sequence similarity 209 member B,388799,20,56527124,56555626,+
TFAP2C,transcription factor AP-2 gamma,7022,20,56629306,56639283,+
BMP7,bone morphogenetic protein 7,655,20,57168753,57266641,-
SPO11,SPO11 initiator of meiotic double stranded breaks,23626,20,57329757,57343993,+
RAE1,ribonucleic acid export 1,8480,20,57351239,57379202,+
RBM38,RNA binding motif protein 38,55544,20,57391396,57409333,+
CTCFL,CCCTC-binding factor like,140690,20,57495965,57525652,-
PCK1,phosphoenolpyruvate carboxykinase 1,5105,20,57561110,57568121,+
ZBP1,Z-DNA binding protein 1,81030,20,57603852,57620480,-
PMEPA1,prostate transmembrane protein-2C androgen induced 1,56937,20,57648396,57711472,-
ANKRD60,ankyrin repeat domain 60,140731,20,58216126,58228653,-
RAB22A,RAB22A-2C member RAS oncogene family,57403,20,58309715,58367507,+
VAPB,VAMP associated protein B and C,9217,20,58389211,58451101,+
APCDD1L,APC down-regulated 1 like,164284,20,58459101,58515399,-
STX16,syntaxin 16,8675,20,58651283,58679526,+
NPEPL1,aminopeptidase like 1,79716,20,58689131,58715844,+
GNAS,GNAS complex locus,2778,20,58839681,58911192,+
NELFCD,negative elongation factor complex member C/D,51497,20,58981252,58995133,+
CTSZ,cathepsin Z,1522,20,58995185,59007254,-
TUBB1,tubulin beta 1 class VI,81027,20,59016026,59026654,+
ATP5F1E,ATP synthase F1 subunit epsilon,514,20,59025475,59032335,-
PRELID3B,PRELI domain containing 3B,51012,20,59033145,59042786,-
ZNF831,zinc finger protein 831,128611,20,59123388,59259113,+
EDN3,endothelin 3,1908,20,59300415,59325992,+
PHACTR3,phosphatase and actin regulator 3,116154,20,59577497,59849829,+
SYCP2,synaptonemal complex protein 2,10388,20,59863277,59933700,-
FAM217B,family with sequence similarity 217 member B,63939,20,59933779,59948680,+
PPP1R3D,protein phosphatase 1 regulatory subunit 3D,5509,20,59936663,59940305,-
CDH26,cadherin 26,60437,20,59957764,60037971,+
CDH4,cadherin 4,1002,20,61252261,61940617,+
TAF4,TATA-box binding protein associated factor 4,6874,20,61974798,62065881,-
LSM14B,LSM family member 14B,149986,20,62122454,62135378,+
PSMA7,proteasome 20S subunit alpha 7,5688,20,62136733,62143394,-
SS18L1,SS18L1 subunit of BAF chromatin remodeling complex,26039,20,62143765,62182514,+
MTG2,mitochondrial ribosome associated GTPase 2,26164,20,62183028,62203568,+
HRH3,histamine receptor H3,11255,20,62213845,62220278,-
OSBPL2,oxysterol binding protein like 2,9885,20,62238521,62296183,+
ADRM1,ADRM1 26S proteasome ubiquitin receptor,11047,20,62302061,62308862,+
LAMA5,laminin subunit alpha 5,3911,20,62309060,62367318,-
RPS21,ribosomal protein S21,6227,20,62386275,62388520,+
CABLES2,Cdk5 and Abl enzyme substrate 2,81928,20,62388634,62407285,-
RBBP8NL,RBBP8 N-terminal like,140893,20,62410237,62427539,-
GATA5,GATA binding protein 5,140628,20,62463497,62475995,-
SLCO4A1,solute carrier organic anion transporter family member 4A1,28231,20,62642058,62690722,+
NTSR1,neurotensin receptor 1,4923,20,62708770,62762771,+
MRGBP,MRG domain binding protein,55257,20,62796473,62801729,+
OGFR,opioid growth factor receptor,11054,20,62804835,62814000,+
COL9A3,collagen type IX alpha 3 chain,1299,20,62817050,62841159,+
TCFL5,transcription factor like 5,10732,20,62841005,62861822,-
DIDO1,death inducer-obliterator 1,11083,20,62877743,62937933,-
GID8,GID complex subunit 8 homolog,54994,20,62938147,62948475,+
SLC17A9,solute carrier family 17 member 9,63910,20,62952690,62969585,+
BHLHE23,basic helix-loop-helix family member e23,128408,20,63005927,63006964,-
YTHDF1,YTH N6-methyladenosine RNA binding protein 1,54915,20,63195429,63216131,-
BIRC7,baculoviral IAP repeat containing 7,79444,20,63235905,63240495,+
NKAIN4,sodium/potassium transporting ATPase interacting 4,128414,20,63240780,63256406,-
ARFGAP1,ADP ribosylation factor GTPase activating protein 1,55738,20,63272813,63289790,+
COL20A1,collagen type XX alpha 1 chain,57642,20,63293169,63334847,+
CHRNA4,cholinergic receptor nicotinic alpha 4 subunit,1137,20,63343223,63361349,-
KCNQ2,potassium voltage-gated channel subfamily Q member 2,3785,20,63400208,63472655,-
EEF1A2,eukaryotic translation elongation factor 1 alpha 2,1917,20,63488014,63499083,-
PPDPF,pancreatic progenitor cell differentiation and proliferation factor,79144,20,63520741,63522206,+
PTK6,protein tyrosine kinase 6,5753,20,63528001,63537376,-
SRMS,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,6725,20,63538489,63547749,-
FNDC11,fibronectin type III domain containing 11,79025,20,63553020,63556712,+
HELZ2,helicase with zinc finger 2,85441,20,63558086,63574239,-
GMEB2,glucocorticoid modulatory element binding protein 2,26205,20,63587602,63627101,-
STMN3,stathmin 3,50861,20,63639712,63653424,-
RTEL1,regulator of telomere elongation helicase 1,51750,20,63657810,63696253,+
TNFRSF6B,TNF receptor superfamily member 6b,8771,20,63696652,63698684,+
ARFRP1,ADP ribosylation factor related protein 1,10139,20,63698647,63707976,-
ZGPAT,zinc finger CCCH-type and G-patch domain containing,84619,20,63707442,63736142,+
LIME1,Lck interacting transmembrane adaptor 1,54923,20,63735701,63739103,+
SLC2A4RG,SLC2A4 regulator,56731,20,63739776,63744050,+
ZBTB46,zinc finger and BTB domain containing 46,140685,20,63743670,63832332,-
ABHD16B,abhydrolase domain containing 16B,140701,20,63861498,63862988,+
TPD52L2,TPD52 like 2,7165,20,63865247,63891538,+
DNAJC5,DnaJ heat shock protein family (Hsp40) member C5,80331,20,63895126,63936026,+
UCKL1,uridine-cytidine kinase 1 like 1,54963,20,63939829,63956447,-
ZNF512B,zinc finger protein 512B,57473,20,63956703,63969930,-
SAMD10,sterile alpha motif domain containing 10,140700,20,63974113,63980788,-
PRPF6,pre-mRNA processing factor 6,24148,20,63981132,64033100,+
TCEA2,transcription elongation factor A2,6919,20,64042350,64072347,+
SOX18,SRY-box transcription factor 18,54345,20,64047582,64049639,-
RGS19,regulator of G protein signaling 19,10287,20,64073181,64080004,-
OPRL1,opioid related nociceptin receptor 1,4987,20,64080082,64100643,+
LKAAEAR1,LKAAEAR motif containing 1,198437,20,64083375,64084956,-
NPBWR2,neuropeptides B and W receptor 2,2832,20,64103802,64107565,-
MYT1,myelin transcription factor 1,4661,20,64164452,64242253,+
PCMTD2,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2,55251,20,64255748,64276226,+
TPTE,transmembrane phosphatase with tensin homology,7179,21,10521583,10605716,+
POTED,POTE ankyrin domain family member D,317754,21,13609777,13645823,+
LIPI,lipase I,149998,21,14108812,14210955,-
RBM11,RNA binding motif protein 11,54033,21,14216107,14228372,+
HSPA13,heat shock protein family A (Hsp70) member 13,6782,21,14371115,14383146,-
SAMSN1,SAM domain-2C SH3 domain and nuclear localization signals 1,64092,21,14485228,14659417,-
NRIP1,nuclear receptor interacting protein 1,8204,21,14961235,15065903,-
USP25,ubiquitin specific peptidase 25,29761,21,15729947,15880064,+
CXADR,CXADR Ig-like cell adhesion molecule,1525,21,17513016,17636213,+
BTG3,BTG anti-proliferation factor 3,10950,21,17593653,17612940,-
CHODL,chondrolectin,140578,21,17819329,18267371,+
TMPRSS15,transmembrane serine protease 15,5651,21,18269107,18403806,-
NCAM2,neural cell adhesion molecule 2,4685,21,20998339,21543329,+
MRPL39,mitochondrial ribosomal protein L39,54148,21,25585656,25607858,-
JAM2,junctional adhesion molecule 2,58494,21,25607550,25717562,+
ATP5PF,ATP synthase peripheral stalk subunit F6,522,21,25724500,25735653,-
GABPA,GA binding protein transcription factor subunit alpha,2551,21,25734972,25772460,+
APP,amyloid beta precursor protein,351,21,25880550,26171128,-
CYYR1,cysteine and tyrosine rich 1,116159,21,26466216,26573286,-
ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1,9510,21,26835755,26845409,-
ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5,11096,21,26917922,26967758,-
N6AMT1,N-6 adenine-specific DNA methyltransferase 1,29104,21,28439661,28885367,-
LTN1,listerin E3 ubiquitin protein ligase 1,26046,21,28928144,28992988,-
RWDD2B,RWD domain containing 2B,10069,21,29004384,29019349,-
USP16,ubiquitin specific peptidase 16,10600,21,29024651,29054488,+
CCT8,chaperonin containing TCP1 subunit 8,10694,21,29056326,29073648,-
MAP3K7CL,MAP3K7 C-terminal like,56911,21,29077114,29175887,+
BACH1,BTB domain and CNC homolog 1,571,21,29298922,29361894,+
GRIK1,glutamate ionotropic receptor kainate type subunit 1,2897,21,29536933,29939996,-
CLDN17,claudin 17,26285,21,30165565,30166805,-
CLDN8,claudin 8,9073,21,30214006,30216097,-
KRTAP24-1,keratin associated protein 24-1,643803,21,30281309,30282950,-
KRTAP25-1,keratin associated protein 25-1,100131902,21,30289145,30289514,-
KRTAP26-1,keratin associated protein 26-1,388818,21,30319124,30320315,-
KRTAP27-1,keratin associated protein 27-1,643812,21,30337013,30337694,-
KRTAP23-1,keratin associated protein 23-1,337963,21,30348399,30348606,-
KRTAP13-2,keratin associated protein 13-2,337959,21,30371390,30372271,-
KRTAP13-1,keratin associated protein 13-1,140258,21,30396031,30396822,+
KRTAP13-3,keratin associated protein 13-3,337960,21,30425380,30425926,-
KRTAP13-4,keratin associated protein 13-4,284827,21,30430220,30431026,+
KRTAP15-1,keratin associated protein 15-1,254950,21,30440275,30440869,+
KRTAP19-1,keratin associated protein 19-1,337882,21,30479706,30480367,-
KRTAP19-2,keratin associated protein 19-2,337969,21,30487043,30487436,-
KRTAP19-3,keratin associated protein 19-3,337970,21,30491462,30492013,-
KRTAP19-4,keratin associated protein 19-4,337971,21,30496824,30497165,-
KRTAP19-5,keratin associated protein 19-5,337972,21,30501657,30502141,-
KRTAP19-6,keratin associated protein 19-6,337973,21,30541535,30541864,-
KRTAP19-7,keratin associated protein 19-7,337974,21,30560875,30561314,-
KRTAP22-2,keratin associated protein 22-2,100288287,21,30590105,30590397,-
KRTAP6-3,keratin associated protein 6-3,337968,21,30592440,30593075,+
KRTAP6-2,keratin associated protein 6-2,337967,21,30598590,30598902,-
KRTAP22-1,keratin associated protein 22-1,337979,21,30601087,30601382,+
KRTAP6-1,keratin associated protein 6-1,337966,21,30613431,30613930,-
KRTAP20-1,keratin associated protein 20-1,337975,21,30616425,30616699,+
KRTAP20-4,keratin associated protein 20-4,100151643,21,30620627,30620850,+
KRTAP20-2,keratin associated protein 20-2,337976,21,30635206,30635619,+
KRTAP20-3,keratin associated protein 20-3,337985,21,30642864,30643136,+
KRTAP21-3,keratin associated protein 21-3,100288323,21,30718525,30718777,-
KRTAP21-2,keratin associated protein 21-2,337978,21,30746794,30747259,-
KRTAP21-1,keratin associated protein 21-1,337977,21,30755015,30755428,-
KRTAP8-1,keratin associated protein 8-1,337879,21,30812697,30813274,-
KRTAP7-1,keratin associated protein 7-1,337878,21,30829039,30829759,-
KRTAP11-1,keratin associated protein 11-1,337880,21,30880644,30881580,-
KRTAP19-8,keratin associated protein 19-8,728299,21,31038159,31038476,-
TIAM1,TIAM Rac1 associated GEF 1,7074,21,31118418,31559977,-
SOD1,superoxide dismutase 1,6647,21,31659693,31668931,+
SCAF4,SR-related CTD associated factor 4,57466,21,31668987,31732118,-
HUNK,hormonally up-regulated Neu-associated kinase,30811,21,31873020,32004064,+
MIS18A,MIS18 kinetochore protein A,54069,21,32154682,32283954,-
MRAP,melanocortin 2 receptor accessory protein,56246,21,32291813,32314784,+
URB1,URB1 ribosome biogenesis homolog,9875,21,32311018,32393012,-
EVA1C,eva-1 homolog C,59271,21,32411692,32515387,+
CFAP298-TCP10L,CFAP298-TCP10L readthrough,110091775,21,32563492,32612377,-
TCP10L,t-complex 10 like,140290,21,32573721,32585523,-
CFAP298,cilia and flagella associated protein 298,56683,21,32599354,32612377,-
SYNJ1,synaptojanin 1,8867,21,32628759,32731247,-
PAXBP1,PAX3 and PAX7 binding protein 1,94104,21,32733899,32771835,-
OLIG2,oligodendrocyte transcription factor 2,10215,21,33025935,33029196,+
OLIG1,oligodendrocyte transcription factor 1,116448,21,33070141,33072413,+
IFNAR2,interferon alpha and beta receptor subunit 2,3455,21,33229938,33265664,+
IL10RB,interleukin 10 receptor subunit beta,3588,21,33266367,33297221,+
IFNAR1,interferon alpha and beta receptor subunit 1,3454,21,33324395,33359864,+
IFNGR2,interferon gamma receptor 2,3460,21,33402882,33437516,+
TMEM50B,transmembrane protein 50B,757,21,33432486,33480004,-
DNAJC28,DnaJ heat shock protein family (Hsp40) member C28,54943,21,33488055,33491716,-
GART,phosphoribosylglycinamide formyltransferase-2C phosphoribosylglycinamide synthetase-2C phosphoribosylaminoimidazole synthetase,2618,21,33503931,33542892,-
SON,SON DNA and RNA binding protein,6651,21,33543038,33577481,+
DONSON,DNA replication fork stabilization factor DONSON,29980,21,33577551,33588684,-
CRYZL1,crystallin zeta like 1,9946,21,33589341,33641741,-
ITSN1,intersectin 1,6453,21,33642452,33899861,+
ATP5PO,ATP synthase peripheral stalk subunit OSCP,539,21,33903453,33915804,-
MRPS6,mitochondrial ribosomal protein S6,64968,21,34073578,34143030,+
SLC5A3,solute carrier family 5 member 3,6526,21,34073578,34106260,+
KCNE2,potassium voltage-gated channel subfamily E regulatory subunit 2,9992,21,34364006,34371381,+
SMIM11,small integral membrane protein 11,54065,21,34375507,34389151,+
SMIM34,small integral membrane protein 34,388820,21,34418715,34423951,-
KCNE1,potassium voltage-gated channel subfamily E regulatory subunit 1,3753,21,34446688,34512210,-
RCAN1,regulator of calcineurin 1,1827,21,34516442,34615123,-
CLIC6,chloride intracellular channel 6,54102,21,34668953,34718223,+
RUNX1,RUNX family transcription factor 1,861,21,34787801,35049334,-
SETD4,SET domain containing 4,54093,21,36034541,36061037,-
CBR1,carbonyl reductase 1,873,21,36070024,36073164,+
CBR3,carbonyl reductase 3,874,21,36134901,36146562,+
DOP1B,DOP1 leucine zipper like protein B,9980,21,36156781,36294274,+
MORC3,MORC family CW-type zinc finger 3,23515,21,36320197,36376637,+
CHAF1B,chromatin assembly factor 1 subunit B,8208,21,36380145,36419015,+
CLDN14,claudin 14,23562,21,36460621,36576569,-
SIM2,SIM bHLH transcription factor 2,6493,21,36699115,36750219,+
HLCS,holocarboxylase synthetase,3141,21,36748625,36990255,-
RIPPLY3,ripply transcriptional repressor 3,53820,21,37006150,37019662,+
PIGP,phosphatidylinositol glycan anchor biosynthesis class P,51227,21,37065364,37073071,-
TTC3,tetratricopeptide repeat domain 3,7267,21,37073254,37203118,+
VPS26C,VPS26 endosomal protein sorting factor C,10311,21,37223420,37268108,-
DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A,1859,21,37365573,37526358,+
KCNJ6,potassium inwardly rectifying channel subfamily J member 6,3763,21,37607373,37916457,-
KCNJ15,potassium inwardly rectifying channel subfamily J member 15,3772,21,38229926,38307357,+
ERG,ETS transcription factor ERG,2078,21,38367261,38661783,-
ETS2,ETS proto-oncogene 2-2C transcription factor,2114,21,38805183,38824955,+
PSMG1,proteasome assembly chaperone 1,8624,21,39174769,39183514,-
